task_id,window_end,trigger_ts,count_actual,count_expected,loss_network,lag_system,watermark_setting
1,1765358920000,1765358929423,1,1,0,9423,0
1,1765358920000,1765358929424,1,1,0,9424,0
1,1765358922000,1765358929426,29,311,282,7426,0
1,1765358922000,1765358929427,32,311,279,7427,0
1,1765358922000,1765358929427,31,301,270,7427,0
1,1765358924000,1765358929428,41,401,360,5428,0
1,1765358924000,1765358929429,40,391,351,5429,0
1,1765358924000,1765358929431,41,401,360,5431,0
1,1765358926000,1765358929432,41,401,360,3432,0
1,1765358926000,1765358929433,39,401,362,3433,0
1,1765358926000,1765358929434,40,401,361,3434,0
1,1765358928000,1765358929450,35,361,326,1450,0
1,1765358928000,1765358929451,35,371,336,1451,0
1,1765358928000,1765358929452,35,371,336,1452,0
1,1765358930000,1765358931363,29,311,282,1363,0
1,1765358930000,1765358931364,30,301,271,1364,0
1,1765358930000,1765358931365,29,311,282,1365,0
1,1765358932000,1765358933402,23,231,208,1402,0
1,1765358932000,1765358933403,22,221,199,1403,0
1,1765358932000,1765358933404,21,241,220,1404,0
1,1765358934000,1765358935511,17,171,154,1511,0
1,1765358934000,1765358935512,17,181,164,1512,0
1,1765358934000,1765358935514,17,181,164,1514,0
1,1765358936000,1765358939365,21,201,180,3365,0
1,1765358936000,1765358939366,20,201,181,3366,0
1,1765358936000,1765358939367,18,191,173,3367,0
1,1765358938000,1765358941543,20,191,171,3543,0
1,1765358938000,1765358941545,20,191,171,3545,0
1,1765358938000,1765358941546,21,201,180,3546,0
1,1765358940000,1765358943552,27,271,244,3552,0
1,1765358940000,1765358943554,27,271,244,3554,0
1,1765358940000,1765358943555,26,261,235,3555,0
1,1765358942000,1765358945449,35,341,306,3449,0
1,1765358942000,1765358945450,35,341,306,3450,0
1,1765358942000,1765358945451,34,341,307,3451,0
1,1765358944000,1765358947547,35,341,306,3547,0
1,1765358944000,1765358947549,34,351,317,3549,0
1,1765358944000,1765358947550,34,341,307,3550,0
1,1765358946000,1765358949435,39,391,352,3435,0
1,1765358946000,1765358949437,40,391,351,3437,0
1,1765358946000,1765358949438,39,391,352,3438,0
1,1765358948000,1765358951524,39,401,362,3524,0
1,1765358948000,1765358951525,40,401,361,3525,0
1,1765358948000,1765358951526,40,391,351,3526,0
1,1765358950000,1765358953416,33,341,308,3416,0
1,1765358950000,1765358953418,35,341,306,3418,0
1,1765358950000,1765358953421,35,341,306,3421,0
1,1765358952000,1765358957382,28,271,243,5382,0
1,1765358952000,1765358957384,28,271,243,5384,0
1,1765358952000,1765358957385,26,261,235,5385,0
1,1765358954000,1765358959547,20,191,171,5547,0
1,1765358954000,1765358959549,20,191,171,5549,0
1,1765358954000,1765358959550,20,191,171,5550,0
1,1765358956000,1765358961501,22,211,189,5501,0
1,1765358956000,1765358961502,23,221,198,5502,0
1,1765358956000,1765358961503,23,221,198,5503,0
1,1765358958000,1765358963452,19,201,182,5452,0
1,1765358958000,1765358963453,21,201,180,5453,0
1,1765358958000,1765358963454,21,211,190,5454,0
1,1765358960000,1765358965465,27,261,234,5465,0
1,1765358960000,1765358965467,28,271,243,5467,0
1,1765358960000,1765358965467,25,271,246,5467,0
1,1765358962000,1765358967474,34,331,297,5474,0
1,1765358962000,1765358967476,33,321,288,5476,0
1,1765358962000,1765358967477,32,321,289,5477,0
1,1765358964000,1765358969499,37,391,354,5499,0
1,1765358964000,1765358969500,39,381,342,5500,0
1,1765358964000,1765358969501,40,401,361,5501,0
1,1765358966000,1765358971503,42,411,369,5503,0
1,1765358966000,1765358971505,38,401,363,5505,0
1,1765358966000,1765358971506,39,401,362,5506,0
1,1765358968000,1765358973477,33,331,298,5477,0
1,1765358968000,1765358973478,34,331,297,5478,0
1,1765358968000,1765358973480,33,331,298,5480,0
1,1765358970000,1765358975381,31,321,290,5381,0
1,1765358970000,1765358975383,33,331,298,5383,0
1,1765358970000,1765358975383,32,321,289,5383,0
1,1765358972000,1765358977450,26,251,225,5450,0
1,1765358972000,1765358977451,27,261,234,5451,0
1,1765358972000,1765358977452,26,251,225,5452,0
1,1765358974000,1765358979514,22,211,189,5514,0
1,1765358974000,1765358979517,21,211,190,5517,0
1,1765358974000,1765358979518,21,221,200,5518,0
1,1765358976000,1765358981381,20,191,171,5381,0
1,1765358976000,1765358981382,20,191,171,5382,0
1,1765358976000,1765358981383,21,201,180,5383,0
1,1765358978000,1765358983449,21,201,180,5449,0
1,1765358978000,1765358983450,21,201,180,5450,0
1,1765358978000,1765358983451,21,201,180,5451,0
1,1765358980000,1765358983452,25,241,216,3452,0
1,1765358980000,1765358983453,24,241,217,3453,0
1,1765358980000,1765358983454,23,241,218,3454,0
1,1765358982000,1765358985512,32,321,289,3512,0
1,1765358982000,1765358985513,32,321,289,3513,0
1,1765358982000,1765358985514,33,321,288,3514,0
1,1765358984000,1765358987367,36,371,335,3367,0
1,1765358984000,1765358987368,38,371,333,3368,0
1,1765358984000,1765358987369,35,371,336,3369,0
1,1765358986000,1765358989426,36,361,325,3426,0
1,1765358986000,1765358989427,37,371,334,3427,0
1,1765358986000,1765358989428,35,351,316,3428,0
1,1765358988000,1765358991483,41,401,360,3483,0
1,1765358988000,1765358991484,40,411,371,3484,0
1,1765358988000,1765358991485,41,411,370,3485,0
1,1765358990000,1765358993421,28,291,263,3421,0
1,1765358990000,1765358993423,30,311,281,3423,0
1,1765358990000,1765358993424,31,311,280,3424,0
1,1765358992000,1765358995369,25,251,226,3369,0
1,1765358992000,1765358995371,24,251,227,3371,0
1,1765358992000,1765358995372,24,251,227,3372,0
1,1765358994000,1765358997440,19,191,172,3440,0
1,1765358994000,1765358997442,19,181,162,3442,0
1,1765358994000,1765358997443,18,181,163,3443,0
1,1765358996000,1765358999434,19,181,162,3434,0
1,1765358996000,1765358999436,17,181,164,3436,0
1,1765358996000,1765358999438,16,171,155,3438,0
1,1765358998000,1765359001424,21,201,180,3424,0
1,1765358998000,1765359001425,19,201,182,3425,0
1,1765358998000,1765359001427,20,201,181,3427,0
1,1765359000000,1765359003509,29,281,252,3509,0
1,1765359000000,1765359003510,26,281,255,3510,0
1,1765359000000,1765359003511,29,281,252,3511,0
1,1765359002000,1765359005362,31,311,280,3362,0
1,1765359002000,1765359005363,32,321,289,3363,0
1,1765359002000,1765359005364,33,321,288,3364,0
1,1765359004000,1765359007441,40,401,361,3441,0
1,1765359004000,1765359007443,41,401,360,3443,0
1,1765359004000,1765359007444,40,391,351,3444,0
1,1765359006000,1765359011366,37,381,344,5366,0
1,1765359006000,1765359011367,38,381,343,5367,0
1,1765359006000,1765359011368,36,371,335,5368,0
1,1765359008000,1765359013364,35,341,306,5364,0
1,1765359008000,1765359013365,35,341,306,5365,0
1,1765359008000,1765359013366,35,351,316,5366,0
1,1765359010000,1765359015433,34,331,297,5433,0
1,1765359010000,1765359015434,33,331,298,5434,0
1,1765359010000,1765359015436,34,331,297,5436,0
1,1765359012000,1765359017493,24,231,207,5493,0
1,1765359012000,1765359017494,23,231,208,5494,0
1,1765359012000,1765359017495,23,231,208,5495,0
1,1765359014000,1765359019355,22,221,199,5355,0
1,1765359014000,1765359019356,22,211,189,5356,0
1,1765359014000,1765359019357,22,211,189,5357,0
1,1765359016000,1765359021424,19,181,162,5424,0
1,1765359016000,1765359021425,19,181,162,5425,0
1,1765359016000,1765359021426,17,181,164,5426,0
1,1765359018000,1765359023488,21,201,180,5488,0
1,1765359018000,1765359023490,21,201,180,5490,0
1,1765359018000,1765359023491,21,201,180,5491,0
1,1765359020000,1765359025529,29,291,262,5529,0
1,1765359020000,1765359025530,30,291,261,5530,0
1,1765359020000,1765359025531,30,291,261,5531,0
1,1765359022000,1765359025532,30,321,291,3532,0
1,1765359022000,1765359025533,30,321,291,3533,0
1,1765359022000,1765359025534,29,311,282,3534,0
1,1765359024000,1765359027382,31,341,310,3382,0
1,1765359024000,1765359027383,32,351,319,3383,0
1,1765359024000,1765359027384,33,341,308,3384,0
1,1765359026000,1765359029533,37,401,364,3533,0
1,1765359026000,1765359029534,41,401,360,3534,0
1,1765359026000,1765359029535,40,401,361,3535,0
1,1765359028000,1765359031481,34,361,327,3481,0
1,1765359028000,1765359031483,33,361,328,3483,0
1,1765359028000,1765359031484,36,371,335,3484,0
1,1765359030000,1765359033430,31,321,290,3430,0
1,1765359030000,1765359033432,29,321,292,3432,0
1,1765359030000,1765359033433,30,311,281,3433,0
1,1765359032000,1765359035380,28,271,243,3380,0
1,1765359032000,1765359035381,26,271,245,3381,0
1,1765359032000,1765359035382,24,271,247,3382,0
1,1765359034000,1765359037478,19,211,192,3478,0
1,1765359034000,1765359037479,23,221,198,3479,0
1,1765359034000,1765359037480,19,221,202,3480,0
1,1765359036000,1765359041373,19,181,162,5373,0
1,1765359036000,1765359041374,21,201,180,5374,0
1,1765359036000,1765359041375,20,201,181,5375,0
1,1765359038000,1765359041375,21,221,200,3375,0
1,1765359038000,1765359041376,24,231,207,3376,0
1,1765359038000,1765359041377,21,221,200,3377,0
1,1765359040000,1765359043536,27,261,234,3536,0
1,1765359040000,1765359043537,25,251,226,3537,0
1,1765359040000,1765359043538,27,261,234,3538,0
1,1765359042000,1765359045423,30,311,281,3423,0
1,1765359042000,1765359045425,31,311,280,3425,0
1,1765359042000,1765359045426,28,311,283,3426,0
1,1765359044000,1765359047467,34,361,327,3467,0
1,1765359044000,1765359047468,37,371,334,3468,0
1,1765359044000,1765359047470,37,371,334,3470,0
1,1765359046000,1765359049440,43,431,388,3440,0
1,1765359046000,1765359049442,44,431,387,3442,0
1,1765359046000,1765359049443,41,431,390,3443,0
1,1765359048000,1765359051388,40,391,351,3388,0
1,1765359048000,1765359051389,38,401,363,3389,0
1,1765359048000,1765359051390,40,401,361,3390,0
1,1765359050000,1765359053448,32,321,289,3448,0
1,1765359050000,1765359053450,31,321,290,3450,0
1,1765359050000,1765359053451,32,321,289,3451,0
1,1765359052000,1765359064485,18,171,153,12485,0
1,1765359052000,1765359064486,19,181,162,12486,0
1,1765359052000,1765359064576,19,181,162,12576,0
