task_id,sys_ts,event_ts,log_id,content,status,window_end
0,1765431174735,1765431172480,9,Log_9,NORMAL,1765431174000
0,1765431174735,1765431172558,18,Log_18,NORMAL,1765431174000
0,1765431174735,1765431172731,36,Log_36,NORMAL,1765431174000
0,1765431174735,1765431172771,42,Log_42,NORMAL,1765431174000
0,1765431174735,1765431172878,57,Log_57,NORMAL,1765431174000
0,1765431174735,1765431172920,66,Log_66,NORMAL,1765431174000
0,1765431174735,1765431172986,78,Log_78,NORMAL,1765431174000
0,1765431174735,1765431172791,45,Log_45,NORMAL,1765431174000
0,1765431174735,1765431172614,27,Log_27,NORMAL,1765431174000
0,1765431174735,1765431172454,3,Log_3,NORMAL,1765431174000
0,1765431174735,1765431172627,30,Log_30,NORMAL,1765431174000
0,1765431174735,1765431172507,12,Log_12,NORMAL,1765431174000
0,1765431174735,1765431172751,39,Log_39,NORMAL,1765431174000
0,1765431174735,1765431172926,69,Log_69,NORMAL,1765431174000
0,1765431174735,1765431172464,6,Log_6,NORMAL,1765431174000
0,1765431174735,1765431172835,51,Log_51,NORMAL,1765431174000
0,1765431174735,1765431172809,48,Log_48,NORMAL,1765431174000
0,1765431174735,1765431173078,93,Log_93,NORMAL,1765431174000
0,1765431174735,1765431172575,21,Log_21,NORMAL,1765431174000
0,1765431174735,1765431172966,75,Log_75,NORMAL,1765431174000
0,1765431174735,1765431173170,111,Log_111,NORMAL,1765431174000
0,1765431174735,1765431173190,114,Log_114,NORMAL,1765431174000
0,1765431174735,1765431172593,24,Log_24,NORMAL,1765431174000
0,1765431174735,1765431173149,108,Log_108,NORMAL,1765431174000
0,1765431174735,1765431173507,153,Log_153,NORMAL,1765431174000
0,1765431174735,1765431172891,60,Log_60,NORMAL,1765431174000
0,1765431174735,1765431173040,87,Log_87,NORMAL,1765431174000
0,1765431174735,1765431172947,72,Log_72,NORMAL,1765431174000
0,1765431174735,1765431173236,120,Log_120,NORMAL,1765431174000
0,1765431174735,1765431172686,33,Log_33,NORMAL,1765431174000
0,1765431174735,1765431173419,138,Log_138,NORMAL,1765431174000
0,1765431174735,1765431173556,162,Log_162,NORMAL,1765431174000
0,1765431174735,1765431172902,63,Log_63,NORMAL,1765431174000
0,1765431174735,1765431173615,171,Log_171,NORMAL,1765431174000
0,1765431174735,1765431173428,141,Log_141,NORMAL,1765431174000
0,1765431174735,1765431173249,123,Log_123,NORMAL,1765431174000
0,1765431174735,1765431173684,183,Log_183,NORMAL,1765431174000
0,1765431174735,1765431173017,81,Log_81,NORMAL,1765431174000
0,1765431174735,1765431173606,168,Log_168,NORMAL,1765431174000
0,1765431174735,1765431173437,144,Log_144,NORMAL,1765431174000
0,1765431174735,1765431173396,135,Log_135,NORMAL,1765431174000
0,1765431174735,1765431173340,132,Log_132,NORMAL,1765431174000
0,1765431174735,1765431173094,96,Log_96,NORMAL,1765431174000
0,1765431174735,1765431173217,117,Log_117,NORMAL,1765431174000
0,1765431174735,1765431173633,174,Log_174,NORMAL,1765431174000
0,1765431174735,1765431173839,204,Log_204,NORMAL,1765431174000
0,1765431174735,1765431173453,147,Log_147,NORMAL,1765431174000
0,1765431174735,1765431173732,189,Log_189,NORMAL,1765431174000
0,1765431174735,1765431173903,213,Log_213,NORMAL,1765431174000
0,1765431174735,1765431173521,156,Log_156,NORMAL,1765431174000
0,1765431174735,1765431173817,201,Log_201,NORMAL,1765431174000
0,1765431174735,1765431173937,222,Log_222,NORMAL,1765431174000
0,1765431174735,1765431173537,159,Log_159,NORMAL,1765431174000
0,1765431174735,1765431173129,102,Log_102,NORMAL,1765431174000
0,1765431174735,1765431173926,219,Log_219,NORMAL,1765431174000
0,1765431174735,1765431173652,177,Log_177,NORMAL,1765431174000
0,1765431174735,1765431173847,207,Log_207,NORMAL,1765431174000
0,1765431174735,1765431173114,99,Log_99,NORMAL,1765431174000
0,1765431174735,1765431173737,192,Log_192,NORMAL,1765431174000
0,1765431174735,1765431173296,129,Log_129,NORMAL,1765431174000
0,1765431174735,1765431173072,90,Log_90,NORMAL,1765431174000
0,1765431174735,1765431173747,195,Log_195,NORMAL,1765431174000
0,1765431174735,1765431173695,186,Log_186,NORMAL,1765431174000
0,1765431174735,1765431173486,150,Log_150,NORMAL,1765431174000
0,1765431174735,1765431173950,225,Log_225,NORMAL,1765431174000
0,1765431174735,1765431173915,216,Log_216,NORMAL,1765431174000
0,1765431174735,1765431173677,180,Log_180,NORMAL,1765431174000
0,1765431174735,1765431173258,126,Log_126,NORMAL,1765431174000
0,1765431174740,1765431172517,13,Log_13,NORMAL,1765431174000
0,1765431174740,1765431172596,25,Log_25,NORMAL,1765431174000
0,1765431174740,1765431172576,22,Log_22,NORMAL,1765431174000
0,1765431174740,1765431172815,49,Log_49,NORMAL,1765431174000
0,1765431174740,1765431172436,1,Log_1,NORMAL,1765431174000
0,1765431174740,1765431172891,61,Log_61,NORMAL,1765431174000
0,1765431174740,1765431172797,46,Log_46,NORMAL,1765431174000
0,1765431174740,1765431172968,76,Log_76,NORMAL,1765431174000
0,1765431174740,1765431173028,85,Log_85,NORMAL,1765431174000
0,1765431174740,1765431172851,52,Log_52,NORMAL,1765431174000
0,1765431174740,1765431172622,28,Log_28,NORMAL,1765431174000
0,1765431174740,1765431172694,34,Log_34,NORMAL,1765431174000
0,1765431174740,1765431172487,10,Log_10,NORMAL,1765431174000
0,1765431174740,1765431172758,40,Log_40,NORMAL,1765431174000
0,1765431174740,1765431172734,37,Log_37,NORMAL,1765431174000
0,1765431174740,1765431172571,19,Log_19,NORMAL,1765431174000
0,1765431174740,1765431172455,4,Log_4,NORMAL,1765431174000
0,1765431174740,1765431172880,58,Log_58,NORMAL,1765431174000
0,1765431174740,1765431173042,88,Log_88,NORMAL,1765431174000
0,1765431174740,1765431172557,16,Log_16,NORMAL,1765431174000
0,1765431174740,1765431172903,64,Log_64,NORMAL,1765431174000
0,1765431174740,1765431172474,7,Log_7,NORMAL,1765431174000
0,1765431174740,1765431172996,79,Log_79,NORMAL,1765431174000
0,1765431174740,1765431173234,118,Log_118,NORMAL,1765431174000
0,1765431174740,1765431172927,70,Log_70,NORMAL,1765431174000
0,1765431174740,1765431173099,97,Log_97,NORMAL,1765431174000
0,1765431174740,1765431173315,130,Log_130,NORMAL,1765431174000
0,1765431174740,1765431173076,91,Log_91,NORMAL,1765431174000
0,1765431174740,1765431172924,67,Log_67,NORMAL,1765431174000
0,1765431174740,1765431172774,43,Log_43,NORMAL,1765431174000
0,1765431174740,1765431173202,115,Log_115,NORMAL,1765431174000
0,1765431174740,1765431173133,103,Log_103,NORMAL,1765431174000
0,1765431174740,1765431173446,145,Log_145,NORMAL,1765431174000
0,1765431174740,1765431173433,142,Log_142,NORMAL,1765431174000
